----------------Prefab----------------------
undles\UI\UIHelp.prefab   Help:\n1. Mouse Right Move\n2. R Reload Dll\n3. T Transfer Map
选中新年数字{index}
已经竞猜
是否是否花费{item[1]}{ItemConfigCategory.Instance.Get(int.Parse(item[0])).ItemName}开启新选项？
{keyValuePair.Key}点开奖
中奖
未开奖
已经领取完了
钻石:{keyValuePair.Value.Split(';')[1]}
需要消耗：{itemConfig_app.ItemName}
品质:{appList[i].ItemPar}
品质:
大海捞针
一击必中
十发十中
百年不遇
范围:
请选择鉴定符！
恭喜您！道具发挥了作用,鉴定成功!
补偿金额:{number}
第{config.RankRange[0]}-{config.RankRange[1]}名
更改阵营
是否花费200钻石更改阵营?
门众
请输入聊天内容！
等级达到20级才能世界发言！
请重新输入！
没有队伍！
任务ID: {tasks[i].Id} 错误怪物ID: {monster}
请先激活此精灵！
成就点不足！
已经领取过该奖励！
{0}成就奖励
进度:{0}/{1}
成就点数:{0}
进度:0/1
进度:1/1
第{0}章探宝
今日累计次数：{totalTimes}
免费抽卡
今日探宝次数:{unit.GetComponent<NumericComponent>().GetAsInt(NumericType.ChouKa)}
条件未达到！
抽卡次数达到{takeCardRewardConfig.RoseLvLimit}次
是否一键出售低品质装备和宝石,出售品质可以在设置中进行选择
角斗场规则
 1.活动开启后,所有12级以上玩家均可进入。\n 2.活动开启10分钟后将禁止所有玩家进入此地图。\n 3.在角斗场内,玩家将互相发起挑战,坚持到最后1名的玩家将会\n 获得丰厚奖励。\n 4.在同一个角斗场内,人数最多达到20人。\n 5.20:00活动结束,如果场内剩余多人,则按照当前最低排名发放奖励。
活跃度不足！
{0}活跃度
名字不合法!
已掉线，请重新连接!
每天只能建立8个角色,当前已经创建了{TodayCreateRole}个角色
捐献等级不得小于12级
最低捐献10万金币！
我已捐献{unit.GetComponent<NumericComponent>().GetAsLong(NumericType.RaceDonationNumber)}金币
{dateTime.Month}月{dateTime.Day}日 21点30开启
未报名！
没有家族！
已报名！
没有权限！
累计总奖金： {response.TotalDonation}
已报名家族: 
今日已答完全部问题,请明日再来!
当前问答题{self.EnergyComponent.QuestionIndex + 1}/{self.EnergyComponent.QuestionList.Count}
答错了！
回答正确,获得奖励！
已答完全部题目
不在领取时间内！
未选择增幅卷轴
传承增幅:
增幅:
当前<color=#BEFF34>{reelCanTransfAttribute}</color> \n是否覆盖已有\n{equipmentCanTransfAttribute}\n
当前<color=#BEFF34>{reelNoTransfAttribute}</color> \n是否覆盖已有\n{equipmentNoTransfAttribute}\n
装备增幅
增幅成功
材料不足！
请选择合适的装备转移！
左侧装备未拥有传承增幅！
只有护甲类型相同的装备才能转移！
只有相同部位的装备才能转移！
只有紫色及以上品质的装备才能转移！
绑定装备的增幅属性无法转移至未绑定的装备！
装备属性转移成功！
相同部位装备只能穿戴一个
穿戴
需要:{int.Parse(costitem[1])}个
套装部件{NeedNum}/{maxnum}\n{equipSuitProperty.EquipSuitDes}
未拥有
需要等级达到{needLv}
已经领取过taptap奖励
分享回调TapTap：  pType: {pType}  sType:{sType}   share:{share}
TapTap未安装或该版本不支持分享！
活跃度低于30没有奖励！
危境
暗黑系列ARPG探索类手游《危境》系列正式开启！
一把木剑，一件布衣,点击这个链接开始你的探险吧!
记得输入我的邀请码喔:
分享回调：  {pType} {share}
分享回调TapTap：  {pType} {share}
状态:在线
状态:离线
等级:{friendInfo.PlayerLevel}
等级: {friendInfo.PlayerLevel}级
请先创建或者加入一个家族
与
私聊中...
输入不能为空！
邮件发送成功！
请输入热重载类型！
玩家:{sendChatResponse.OnLineNumber}机器人:{sendChatResponse.OnLineRobot}
狩猎数量:{response.RankList[0].KillNumber}
{endTime / 60}分{endTime % 60}秒
未到活动时间
狩猎数量:{rankShouLieInfo.KillNumber}
请到宠物界面操作
请选择武器类型为：刀 剑！
请选择武器类型为：法杖 魔法书！！
本职业无法穿戴此武器
请选择合适的装备！
转职后请选择布甲进行装备！
转职后请选择轻甲进行装备！
转职后请选择重甲进行装备！
该装备镶嵌有宝石，是否出售道具？
是否出售道具:
隐藏属性
         (护甲专精+20%)
已激活护甲专精
未激活护甲专精
转职后激活护甲专精
(超过4个,属性无效)
提高
件套
已绑定
类型
部位
(类型不符)
 (等级不足)
需要
达到
攻击力不足
由<color=#805100>{self.BagInfo.MakePlayer}</color>打造
无限制
铠甲
鼠
牛
虎
兔
龙
蛇
羊
猴
鸡
狗
猪
开启封印
是否消耗{costitem}开启封印?
道具鉴定成功!
类型:
封印生肖
进行鉴定
消耗<color=#EA8EF9>{jiandingName}</color>{tip_1}
此装备由<color=#805100>{self.BagInfo.MakePlayer}</color>打造
<color=#AFFF06>    类型:{textEquipSonType}</color>
部位:
当前品质:{baginfo.ItemPar}
当前附加 {skillName}:
镶 嵌
请选择新职业！
请重新登录！
等级第一的玩家为:{self.WorldPlayerLv}级,开服第一天低于第一等级玩家3级内才可使用!
当前附魔属性<color=#BEFF34>{equipfumo}</color> \n是否覆盖已有属性\n{itemfumo}\n此附魔道具已消耗
装备附魔
附魔属性 {itemfumo}
只能放入宝石！
\n 出售总价:
对应的位置没有装备！
请前往家园装备增幅系统
请选择装备！
请选择孔位！
宝石与孔位不符！
镶嵌宝石
是否需要覆盖宝石?\n覆盖后原有位置得宝石会自动销毁哦!
副本中才能使用!
已经学习过该技能！
请前往主城的宠物蛋孵化处!
开区4小时后开启!
背包格子不够！
请前往{fubenName}
消耗道具:{itemConfig.ItemName}
请前往宠物重塑界面使用！
请前往赛季界面使用
已达到最大购买格子数量!
道具使用成功!
家园烹饪
使用
鉴定符品质:{baginfo.ItemPar}
品质越高,鉴定出极品的概率越高。
鉴定符品质与制造者熟练度相关。
烹饪品质:
技能描述:{skillCof.SkillDescribe}
{itemconf.ItemDes}\n前往地图:{DungeonConfigCategory.Instance.Get(sceneID).ChapterName}开启藏宝图!
使用等级
消耗：{occupationJueXingConfig.costGold}金币
繁荣度: {lingdiExp}/{lingDiConfig.UpExp}
领地等级:{lingdiLv}
消耗: {lingDiConfig.GoldUp}金币
经验产出: {lingDiConfig.HoureExp}/小时
荣誉产出: {lingDiConfig.HoureHonor}/小时
经验产出: {lingDiConfigNext.HoureExp}/小时
荣誉产出: {lingDiConfigNext.HoureHonor}/小时
领地等级不足！
领地达到({lingdiLv}/{lingDiRewardConfigs[0].CountryLvlimit})可激活兑换
{number}分钟
请重新输入账号！
账号长度为5-20！
请重新输入密码！
密码长度为5-20！
注册成功！
tapsdk报错:
获得物品 {itemConfig.ItemName} x{iteminfo[1]}
恭喜你!等级提升至:
获得{updateValue} 家族捐献
消耗{int.Parse(updateValue) * -1} 家族捐献
获得{updateValue} 金币
消耗{int.Parse(updateValue) * -1} 金币
获得{updateValue} 兑换币
消耗{int.Parse(updateValue) * -1} 兑换币
获得{updateValue} 荣誉
消耗{int.Parse(updateValue) * -1} 荣誉
获得{updateValue} 家园资金
获得{updateValue} 饱食度
系统消息
所有人不要乱跑哦
充值{addNumber}元成功
十分钟后停服维护，请暂时退出游戏！
是否参与家族争霸赛?
拍卖特惠剩余显示时间:{maxTime - curMinute}
摊位提示
是否收起自己的摊位?\n 支持下线,摊位可以离线显示6小时!
摊位已收起!
<color=#{color}>等级奖励</color>
<color=#{color}>{newLv}级领取</color>
<color=#{color}>击败怪物</color>
战斗状态不能骑马!
该场景不能骑马!
今日消耗钻石:{numericComponent.GetAsInt(NumericType.V1DayCostDiamond)}
今日充值数量:{numericComponent.GetAsInt(NumericType.V1RechageNumber)}
今日领取红包:{numericComponent.GetAsInt(NumericType.V1HongBaoNumber)}
今日抽卡掉落ID: {response_1.ActivityV1Info.ChouKaDropId}
今日已竞猜数字: {response_1.ActivityV1Info.GuessIds.Count}
今日竞猜中奖纪录: {response_1.ActivityV1Info.LastGuessReward.Count}
今日已领取抽卡次数奖励: {response_1.ActivityV1Info.ChouKaNumberReward.Count}
今日已领取消费次数奖励: {response_1.ActivityV1Info.ConsumeDiamondReward.Count}
已领取抽卡奖励：
已竞猜数字：
赛季已结束！
移动次数消耗完毕,请返回副本!
确定返回主城？
现在离开战场,将不会获得战场胜利的奖励哦
非法修改数据！
当前场景不支持查看小地图
取消挂机!
击败怪物领取
抓捕成功率： {gailv*0.01f}%
宠物格子不足！
恭喜你,抓捕成功！
它趁你不注意,偷偷的溜走了!
抓铺的动作太大,被他发现后马上的逃走了!
主线
支线
输出:
请选中施法目标
施法距离太远
移动摇杆按下: {TimeHelper.ServerNow()}
移动摇杆拖动: {TimeHelper.ServerNow()}
请先消灭{monsterName}
移动摇杆停止: {TimeHelper.ServerNow()}
掉落归属:{unitbelong.GetComponent<UnitInfoComponent>().UnitName}
玩家: 
宠物: 
请先在对应位置装备武器！
每日只能获取一次奖励！
取消技能施法
请前往{DungeonConfigCategory.Instance.Get(fubenId).ChapterName} {NpcConfigCategory.Instance.Get(getNpc).Name} 出接取任务
晴天
雨天
(普通)
(挑战)
(地狱)
(协助)
(深渊)
{userInfoComponent.UserInfo.UnionName} 家族地图
体力不足,无法拾取
背包空间不足,无法拾取
道具不足，需要道具 {UICommonHelper.GetNeedItemDesc(itemneeds)}！
战力: {combat}
体力:
活力:
当前金币:  {self.ZoneScene().GetComponent<UserInfoComponent>().UserInfo.Gold}
{item.Key}级
第{chaptet}章
技能重置
重置后自身学习的生活技能将全部遗忘,请谨慎选择!
该生活技能已学习！
(熟练度不足)
(可学习)
已经学习过该道具!
学习配方成功!
学习等级:{0}级
兑换次数:{receiveNumber}/{activityConfig.Par_1}
已达到最大领取上限！
玩家 <color=#{ComHelp.QualityReturnColor(4)}>{record.PlayerName}</color> {dateTime.ToShortTimeString()} 出价： <color=#{ComHelp.QualityReturnColor(2)}>{record.Price}</color>
已结束
不能小于竞拍价！
参与竞拍
扣除{returngold}金币的保证金
已经缴纳{returngold}保证金
道具已经被买走了!
-------点击切页 ItemType:{itemType} ItemSubType:{itemSubType} Page:{page}--------
已达最后一页
请输入道具名字！！！
不存在该名称的道具，请输入正确的道具名！！！
搜索过于频繁！！！
未找到对应拍卖行道具
道具已经被买走了！
橙色品质及以上的装备不能购买！
等级需达到{needLv}级或赞助任意金额开启拍卖行购买功能！
你购买的道具需要花费{self.PaiMaiItemInfo.Price * self.PaiMaiItemInfo.BagInfo.ItemNum}金币，是否购买？
单价：{self.PaiMaiItemInfo.Price}
总价：{self.PaiMaiItemInfo.Price * self.BuyNum}
兑换单次最多兑换10000钻石哦！
钻石不足！
为保证游戏内金币保值，充值任意额度后激活此功能！
今日获利:{UICommonHelper.ShowFloatValue_1(sellgold_1)}万/{UICommonHelper.ShowFloatValue_1(todayGold_1)}万
请选中道具
数据错误!
请选中道具！
此道具禁止上架！
此道具不能上架！
已经达到最大上架数量！
已上架:
橙色品质及以上的装备不能上架！
出售价格过低,当前最低价格为:
上架总金额不能超过1000万金币！
在拍卖行上架道具<color=#{ComHelp.QualityReturnColor(4)}>{itemConfig.ItemName}</color>！<color=#00FF00>点击前往拍卖行 </color><link=paimai_{itemConfig.ItemType}_{paimaiItemId}></link>
如需再提高价格,请手动修改价格!
请选中要拍卖的商品！
{paiMaiSellConfig.BuyLv}级才能购买！
价格下降
近期价格稳定
价格上涨
请前往主城摆摊!
摆摊提示
NPC附近不得摆摊, 是否前往摆摊区域进行摆摊?
是否前往摆摊区域进行摆摊?
请前往主城摆摊222!
已开启！
家园等级不足！
是否花费{costdesc}开启宠物仓库?
{JiaYuanConfigCategory.Instance.Get(openlv).Lv}级开启
空
等级: 0
等级: {itemConfig.UseLv}
孔位不符！
宠物等级不足！
最少有3个宠物才可以开启合成！
请选择要合成的宠物！
神兽不能合成！
请先卸下宠物之核！
当前放入的宠物身上穿戴了宠物之核，融合后会消失,
宠物合成
合成后将随机保留一个宠物，另外一个宠物会销毁,<color=#ff0000>{addStr}</color> 请确认是否执行合成
{itemConfig.UseLv}级
宠物之核合成成功！
同类型和同等级的宠物之核才能合成！
中级核心
穿戴3个8级以上的宠物之核
高级核心
穿戴3个10级以上的宠物之核
未选择宠物
请输入名字！
名字过长！
该皮肤尚未激活！
宠物皮肤更换成功！
宠物已锁定！
出战宠物不能分解！
请先停止家园散步！
请先从仓库取出！
当前宠物存在于宠物天梯上阵中,不能分解！
当前宠物存在于宠物副本上阵中,不能分解！
神兽不能放生
当前宠物存在于宠物矿场队伍中,不能分解！
确定放生?
先停止散步！
出战冷却中！
宠物每次升级都有概率进行进化,进化消耗1个基础宠物全面提升属性并有概率获得新的技能。
宠物进化
是否献祭1个宠物后全面进化一次宠物资质
您的宠物已进化完成。
神兽已达最终阶段,无需进化！
等级 {itemConfig.UseLv}
血量 {0}
攻击 {0}
物防 {0}
魔防 {0}
点击进化
已进化
散步中...
{nextLv}级开启
宠物散步中！
OnUpdateUI: 出战   {fightid}
{leftsecond}秒
锁定宠物不能操作！
激活: {ConfigHelper.PetShouHuAttri[petComponent.PetShouHuActive - 1].Value}
暴击率附加
抗暴率附加
命中率附加
闪避率附加
评分: {PetHelper.PetPingJia(rolePetInfo)}
请先选择要升星的宠物
请选择需要升星的宠物！
已经最大星数！
请选择需要消耗的宠物！
宠物升星成功！
成功附加率
评分:
一般
较好
极好
完美
请放入对应祭品宠物
神兽不能作为祭品宠物
请拆下祭品宠物身上的核心
神兽不能进化
请选择宠物！
宠物等级不能高于玩家5级！
宠物成长已经达到上限！
变异的宠物不能使用此道具！
只有变异宠物能使用此道具！
宠物技能数量小于2不能使用次道具！
请选择需要锁定的技能！
激活({shenshouNumber}/{i}) 
(兑换次数: {leftTime}/20)
请及时清理探索宠物仓库！
已达到宠物最大数量
已达到钻石抽卡最大次数
概率提示
大众 55% 优秀 25 % 百里挑一 14 % 千载难逢 5 % 万里挑一 1 % 
(提升
点)
请预留足够的背包空间！
请清理一下宠物之核背包！
今日探索次数:{unit.GetComponent<NumericComponent>().GetAsInt(NumericType.PetExploreNumber)}
探索次数达到{key}次
请选择宠物蛋！
已达到最大宠物数量
